Job Title,Job Info,Position,Employer,City,Province,Skill,Seniority,Work Type,Industry Type,Min_Salary,Max_Salary,Avg_Salary
Financial and Operational Analysts,"Analyst, Local Sales Pricing",Analyst,SYSCO FOOD SERVICES,Remote in Thunder Bay,ON,"Maple, Excel, Sql",ANY,Remote,Service,45016.0,93603.0,69309.5
Senior Business Analysts,Senior QA Analyst,Analyst,Viv Technologies Inc.,Remote in Toronto,ON,Undef,Senior,Remote,Technology,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,Principal Business Continuity Analyst,Analyst,Dayforce,Remote,Undef,Database,Senior,Remote,Others,83500.0,149300.0,116400.0
Financial and Operational Analysts,"Analyst, Local Sales Pricing",Analyst,SYSCO FOOD SERVICES,Remote in Calgary,AB,"Maple, Excel, Sql",ANY,Remote,Service,45016.0,93603.0,69309.5
Senior Supply Chain Data Analysts,IT Business Analyst - Regular Full-Time,Business Analyst,District of Squamish,Squamish,BC,"C#, Database",ANY,In-Person,Others,87734.4,87734.4,87734.4
Business Systems Analysts,"Business Systems Analyst, Capital Markets Technology, Hybrid",System Analyst,Scotiabank,Toronto,ON,"Sql, Perl, Shell, Python, Html, Excel, Gap, Java",ANY,Hybrid,Finance,85816.8,91520.0,88668.4
Financial and Operational Analysts,"Analyst, Local Sales Pricing",Analyst,SYSCO FOOD SERVICES,Remote in Edmonton,AB,"Maple, Excel, Sql",ANY,Remote,Service,45016.0,93603.0,69309.5
Business and Technical Analysts,"Business Analyst, ServiceNow, Scotiabank",Business Analyst,Scotiabank,Toronto,ON,Database,ANY,In-Person,Finance,64123.59,86600.0,75361.795
Senior Business Intelligence Analysts,Customs Compliance Analyst,Analyst,Panasonic Corporation,Mississauga,ON,Excel,ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,Business Analyst- Captial Markets @ Toronto - Hybrid - Fulltime,Business Analyst,Atlantis IT group,Toronto,ON,Undef,ANY,Hybrid,Technology,68500.0,87000.0,77750.0
Database Analysts,database analyst,Analyst,TEI Web Solutions,North Vancouver,BC,Database,ANY,In-Person,Consulting,79040.0,81120.0,80080.0
Senior Supply Chain Data Analysts,"Senor. Analyst, People Process & Technology",Analyst,Loblaw Companies Limited,Brampton,ON,Undef,ANY,In-Person,Technology,68500.0,87000.0,77750.0
Business and Marketing Analysts,Asset Investment Analyst,Analyst,Toronto Hydro,Toronto,ON,"Database, Tableau, Sql, Alteryx, Python, R",ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Supply Chain Data Analysts,"2024 Capital Markets, Global Credit, Fall Business Systems Analyst (4 Months)",System Analyst,Royal Bank of Canada,Toronto,ON,Undef,ANY,In-Person,Finance,68500.0,87000.0,77750.0
Senior Business Analysts,Senior Allocations Analyst,Analyst,Arc'teryx,North Vancouver,BC,Excel,Senior,In-Person,Others,80000.0,100000.0,90000.0
Senior Supply Chain Data Analysts,Functional Analyst,Analyst,Desjardins,MontrÃƒÂ©al,QC,Sas,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Port of Vancouver,Vancouver,BC,"Excel, Jira",Senior,In-Person,Others,66000.0,84500.0,75250.0
Senior Business Analysts,Senior Allocations Analyst,Analyst,Arc'teryx,North Vancouver,BC,Excel,Senior,In-Person,Others,80000.0,100000.0,90000.0
Senior Supply Chain Data Analysts,Functional Analyst,Analyst,Desjardins,MontrÃƒÂ©al,QC,Sas,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,"Senior Analyst, Health Indicators and Client Support",Analyst,Canadian Institute for Health Information,Toronto,ON,"Python, Vue, Sas, Python",Senior,In-Person,Technology,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,"Technical Business Analyst, Capital Markets Technology with Credit Derivatives",Business Analyst,Scotiabank,Toronto,ON,"Sql, Gap, Excel",ANY,In-Person,Finance,68000.0,88300.0,78150.0
Senior Business Analysts,"Senior Business Analyst, GFT",Business Analyst,Royal Bank of Canada,Vancouver,BC,"Sql, Tableau, Excel, Gap, Snowflake, Teradata",Senior,In-Person,Finance,66000.0,84500.0,75250.0
Senior Supply Chain Data Analysts,Senior Business Analyst - Supply Chain Optimization,Business Analyst,Vancouver Fraser Port Authority,Vancouver,BC,"Excel, Jira",Senior,In-Person,Technology,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,Loyalty Campaign & Offer Analyst,Analyst,Parkland Corporation,Calgary,AB,"Database, Tableau, Power BI, Sql, Excel, Python",ANY,In-Person,Real Estate,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling WLG,Toronto,ON,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Business Intelligence Analysts,Claims Compliance Analyst -,Analyst,Allstate,Remote in South Dundas,ON,"Tableau, Excel",ANY,Remote,Government,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling WLG,Hamilton,ON,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Business Analysts,Business Analyst 7735-0214,Business Analyst,Foilcon,Toronto,ON,"Sql, Gap, Power BI",ANY,In-Person,Technology,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling WLG,Ottawa,ON,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Business Intelligence Analysts,Senior Business Intelligence Engineer (GCS),Data Engineer,Royal Bank of Canada,Toronto,ON,"Python, Sql, Tableau, Jira, Html, Github, Powershell, Javascript",Senior,In-Person,Finance,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling WLG,Waterloo,ON,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling WLG,Calgary,AB,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Business Analysts,Senior Actuarial Analyst,Analyst,Northbridge Financial Corporation,Toronto,ON,C,Senior,In-Person,Finance,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,"Board and CEO Practice, Senior Business Analyst",Business Analyst,Egon Zehnder,MontrÃƒÂ©al,QC,Undef,Senior,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Pricing & Legal Project Management Analyst,Analyst,Gowling WLG,Vancouver,BC,"Power Bi, Excel, Database, Sql",ANY,In-Person,Others,54000.0,75000.0,64500.0
Senior Supply Chain Data Analysts,Total Rewards Analyst,Analyst,SAIT,Calgary,AB,Excel,ANY,In-Person,Technology,65000.0,85000.0,75000.0
Financial and Operational Analysts,"Senior Analyst, Revenue Growth Pricing",Analyst,Corby Spirit and Wine Limited,Toronto,ON,"Excel, Machine Learning, Power BI",Senior,In-Person,Technology,50000.0,76458.0,63229.0
Senior Business Intelligence Analysts,Senior Business Analyst Order to Cash,Business Analyst,Purolator,Mississauga,ON,"Excel, Excel",Senior,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Learning & Development Analyst Student,Analyst,PCL Construction,Edmonton,AB,"Power BI, Tableau, Excel",ANY,In-Person,Construction,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,"Technical Business Analyst, Capital Markets Technology, eFX",Business Analyst,Scotiabank,Toronto,ON,"Sql, Gap, Excel",ANY,In-Person,Finance,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,Senior Analyst Supply Chain Systems,System Analyst,Loblaw Companies Limited,Brampton,ON,"Power Bi, Excel",Senior,In-Person,Technology,68500.0,87000.0,77750.0
Systems and Data Analysts,Data Analyst & BI Specialist,Data Specialist,UniUni (Uni Express Inc.),Remote,Undef,"Sql, Aws",Senior,Remote,Media,70000.0,90000.0,80000.0
Senior Data Analysts,"Data Analyst, Business Intelligence",BI Analyst,Bell,Toronto,ON,"Sas, Sql, Teradata",ANY,In-Person,Others,69000.0,86000.0,77500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,TripNinja,Remote,Undef,"Power BI, Aws, Sql",ANY,Remote,Others,80000.0,90000.0,85000.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,Scene+,Toronto,ON,"Sql, Python, Tableau, Machine Learning",Senior,In-Person,Others,69000.0,86000.0,77500.0
Senior Supply Chain Data Analysts,Power BI Developer | Data Analyst,Developer,Silver Gold Bull Inc.,Calgary,AB,"Power Bi, Sql, Mysql, Excel, Zoho Analytics, Database",ANY,In-Person,Others,65000.0,120000.0,92500.0
Senior Business Intelligence Analysts,Data and Business Intelligence Analyst,BI Analyst,University of Toronto,Toronto,ON,"Sql, Database, Excel, Power Bi, Python, Postgresql",ANY,In-Person,Technology,30240.56,84813.0,57526.78
Senior Supply Chain Data Analysts,Power BI Developer | Data Analyst,Developer,Silver Gold Bull Inc.,Calgary,AB,"Power Bi, Sql, Mysql, Excel, Zoho Analytics, Database",ANY,In-Person,Others,65000.0,120000.0,92500.0
Senior Supply Chain Data Analysts,"Data Analyst, BORN Ontario, Temporary Full-Time (1.0)",Data Analyst,CHEO,Ottawa,ON,"Sas, Excel, Sql, Database",ANY,In-Person,Others,72883.2,89440.0,81161.6
Senior Business Intelligence Analysts,Program Reporting Analyst,Analyst,Turner & Townsend,Toronto,ON,Undef,ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,"Program Management, Business Analyst (16 Month Contract)",Business Analyst,L3Harris Technologies,Waterdown,ON,"Sql, Excel",ANY,In-Person,Technology,68000.0,88300.0,78150.0
Senior Data Analysts,Data Integrity Analyst,Analyst,Shared Health,Winnipeg,MB,Undef,ANY,In-Person,Healthcare,30240.56,57200.0,43720.28
Business and Marketing Analysts,Business Analyst,Business Analyst,Teleperformance,Toronto,ON,"Excel, Sql",ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Supply Chain Data Analysts,"Business Analyst, Sr",Business Analyst,Saskatchewan Blue Cross,Saskatoon,SK,"Excel, Jira",Senior,In-Person,Others,68500.0,87000.0,77750.0
Systems and Data Analysts,Field Data Capture Analyst,Analyst,i3 Energy Canada Ltd.,Calgary,AB,Undef,ANY,In-Person,Energy,76000.0,89440.0,82720.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Scotiabank,Toronto,ON,"Gap, Sql, Database",ANY,In-Person,Finance,65000.0,87000.0,76000.0
Business Systems Analysts,"Analyst, Business Systems",System Analyst,Northwestel Inc.,Whitehorse,YT,"Html, Php, Perl, Powershell, Css, Python, Javascript",ANY,In-Person,Others,85816.8,91520.0,88668.4
Business and Marketing Analysts,Business Analyst -Pharmacy,Business Analyst,Atlantis IT group,Toronto,ON,Undef,ANY,In-Person,Technology,65000.0,87000.0,76000.0
Business and Marketing Analysts,Banking Operations Analyst,Analyst,Relay Financial,Toronto,ON,Looker,ANY,In-Person,Finance,65000.0,87000.0,76000.0
Senior Business Intelligence Analysts,Medical Information Analyst (Health Information Management Professional) (12 Month Term),Analyst,Canadian Medical Protective Association,Remote in Ottawa,ON,Excel,ANY,Remote,Healthcare,68000.0,91000.0,79500.0
Senior Data Analysts,"Senior Data Analyst, Data Analysis Chapter",Data Analyst,EDC,Ottawa,ON,"Sql, Azure, Power Bi, Python, R",Senior,In-Person,Others,37440.0,180000.0,108720.0
Business and Marketing Analysts,Project Analyst,Analyst,Town of Okotoks,Okotoks,AB,"Power Platform, Azure",ANY,In-Person,Others,65000.0,87000.0,76000.0
Financial and Operational Analysts,Inventory Analyst,Analyst,GraingerCanada,Thornhill,ON,Sql,ANY,In-Person,Others,30240.56,57200.0,43720.28
Business Systems Analysts,Business System Analyst -Data Engineer,Data Engineer,Zortech Solutions,Toronto,ON,Sql,ANY,In-Person,Technology,120000.0,130000.0,125000.0
Database Analysts,database analyst,Analyst,R.E. ROYAL TRADING INC.,Concord,ON,Database,ANY,In-Person,Others,88524.8,88524.8,88524.8
Business Systems Analysts,Business System Analyst -Data Engineer,Data Engineer,Esolutions,Toronto,ON,Sql,ANY,In-Person,Consulting,95000.0,105000.0,100000.0
Senior Supply Chain Data Analysts,"Analyst, Supply Chain Management",Analyst,Elk Valley Resources,Sparwood,BC,"Excel, Reason",ANY,In-Person,Others,82000.0,101000.0,91500.0
Senior Supply Chain Data Analysts,Supply Chain Analyst,Analyst,Cardinal Health,Vaughan,ON,"Tableau, Excel",ANY,In-Person,Healthcare,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,Senior Business Process Analyst,Analyst,BC Financial Services Authority,Vancouver,BC,C,Senior,In-Person,Technology,87872.0,136815.0,112343.5
Senior Supply Chain Data Analysts,Sustainable Investing Analyst (6-month Contract),Analyst,Mackenzie Financial Corporation,Greater Toronto Area,ON,Undef,ANY,In-Person,Finance,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,HRIS Analyst - 8 to 12 Month Term,Analyst,Northwestel Inc.,Yellowknife,NT,"Html, Excel, Sql, Database",ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,Power Market Analyst - 24321,Analyst,Enverus,Calgary,AB,"Python, Sql",ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Business Analysts,Business Analyst - Ottawa,Business Analyst,RealDecoy,Ottawa,ON,"Html, Tableau, Power BI, Sql, Php, Css, Qlik Sense, Python, Javascript",ANY,In-Person,Others,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,Research Analyst (Green Infrastructure),Analyst,Toronto and Region Conservation Authority (TRCA),Concord,ON,"R, Python, C#, Excel, Julia, C",ANY,In-Person,Technology,76294.4,88420.8,82357.6
Financial and Operational Analysts,FP&A Business Analyst,Business Analyst,CGI,Toronto,ON,Undef,ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Intelligence Analysts,Operations Analyst (Business Operations),Analyst,Western University,London,ON,"Excel, Database",ANY,In-Person,Technology,68000.0,88300.0,78150.0
Senior Business Analysts,"Senior Analyst, Fraud Strategy & Analytics",Analyst,EQ Bank | Equitable Bank,Toronto,ON,"Tableau, Sql, Power Bi, Python, R",Senior,In-Person,Technology,30240.56,57200.0,43720.28
Financial and Operational Analysts,FP&A Business Analyst,Business Analyst,CGI,Toronto,ON,Undef,ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Intelligence Analysts,Operations Analyst (Business Operations),Analyst,Western University,London,ON,"Excel, Database",ANY,In-Person,Technology,68000.0,88300.0,78150.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Fraser Health,Surrey,BC,Undef,Senior,In-Person,Healthcare,79289.59999999999,113984.0,96636.79999999999
Senior Supply Chain Data Analysts,"Business Analyst Consultant, Savings & Retirement (S&R)",Data Consultant,Equitable CA,Waterloo,ON,R,Senior,In-Person,Technology,68500.0,87000.0,77750.0
Business Systems Analysts,business systems analyst,System Analyst,Rubinza Inc.,Richmond Hill,ON,Database,ANY,In-Person,Others,90064.0,90064.0,90064.0
Business and Technical Analysts,Intern - CRM Analyst (Fall 2024),Intern,Senators Sports & Entertainment,Ottawa,ON,"Database, Excel",Junior,In-Person,Media,64123.59,86600.0,75361.795
Business Systems Analysts,business analyst - computer systems,System Analyst,APITable Ltd.,Markham,ON,"Html, Github",ANY,In-Person,Technology,91520.0,91520.0,91520.0
Senior Business Intelligence Analysts,Industrial Process Analyst,Analyst,Spectra Aluminum Products,Bradford,ON,"Power Bi, Tableau, Qlikview",ANY,In-Person,Others,68000.0,88300.0,78150.0
Financial and Operational Analysts,Pricing Analyst,Analyst,Ventura Foods,Etobicoke,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Business Systems Analysts,business systems analyst,System Analyst,Gold Valley Daycare & Osc,Leduc,AB,Undef,ANY,In-Person,Automotive,98009.59999999999,98009.59999999999,98009.59999999999
Business and Technical Analysts,"Analyst, Network-GIS-NS&UC S",Analyst,Apotex Inc.,North York,ON,"Excel, R",ANY,In-Person,Others,64123.59,86600.0,75361.795
Business Systems Analysts,"Business Systems Analyst, Capital Markets Technology, Hybrid",System Analyst,Scotiabank,Toronto,ON,"Sql, Html, Excel, Perl, Gap, Shell, Java, Python",ANY,Hybrid,Finance,85816.8,91520.0,88668.4
Business Systems Analysts,Senior Business Systems Analyst,System Analyst,Royal Bank of Canada,Toronto,ON,"Jira, Sql, Confluence",Senior,In-Person,Finance,85816.8,91520.0,88668.4
Business Systems Analysts,Senior Business Systems Analyst,System Analyst,The Maples Group (Financial Services),MontrÃƒÂ©al,QC,"Gap, Excel",Senior,In-Person,Finance,85816.8,91520.0,88668.4
Financial and Operational Analysts,Strategic Sourcing Analyst,Analyst,SGS,Mississauga,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Business Systems Analysts,Business Systems Analyst (Network Services),System Analyst,City of London,London,ON,Undef,ANY,In-Person,Technology,58649.0,85218.0,71933.5
Business and Technical Analysts,ECON 24R - Economic Analyst,Analyst,BC Public Service,Victoria,BC,"Power Bi, Tableau, R",ANY,In-Person,Service,76071.18,86658.48,81364.82999999999
Financial and Operational Analysts,Pricing Analyst,Analyst,Pratts Food Service Alberta,Rocky View County,AB,"Power Bi, Tableau, Excel, Sql",ANY,In-Person,Service,47266.4,64725.92,55996.16
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Ottawa,ON,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Toronto,ON,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
Business and Technical Analysts,"Sr. Analyst, Omni Channel",Analyst,Loblaw Companies Limited,Brampton,ON,"Bigquery, Tableau, Power BI, Sql, Excel, Sas, Google Cloud Platform, Python, Looker, R",Senior,In-Person,Technology,64123.59,86600.0,75361.795
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Halifax,NS,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
Senior Business Analysts,Senior Procurement Analyst,Analyst,Scotiabank,Toronto,ON,Undef,Senior,In-Person,Finance,66000.0,84500.0,75250.0
Senior Business Intelligence Analysts,"Senior Business Analyst, IT Business Solutions [OneIT]",Business Analyst,WSP,MontrÃƒÂ©al,QC,"Gap, Fabric, Power Platform, Excel",Senior,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Calgary,AB,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
Senior Business Analysts,Senior Actuarial Analyst -,Analyst,Allstate,Remote in Markham,ON,"C#, Python",Senior,Remote,Government,85000.0,133750.0,109375.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Vancouver,BC,Excel,Senior,In-Person,Healthcare,56000.0,84000.0,70000.0
